id,flightNo,date,departure,destination,weekday,month
6827,ROLO43403,2018-10-30,Rome,London,Tuesday,October
6828,RODU43403,2018-10-30,Rome,Dublin,Tuesday,October
6829,PALO43403,2018-10-30,Paris,London,Tuesday,October
6830,PADU43403,2018-10-30,Paris,Dublin,Tuesday,October
6831,PABE43403,2018-10-30,Paris,Berlin,Tuesday,October
6832,PARO43403,2018-10-30,Paris,Rome,Tuesday,October
6833,LODU43403,2018-10-30,London,Dublin,Tuesday,October
6834,LOBE43403,2018-10-30,London,Berlin,Tuesday,October
6835,LORO43403,2018-10-30,London,Rome,Tuesday,October
6836,LOPA43403,2018-10-30,London,Paris,Tuesday,October
6837,DUBE43403,2018-10-30,Dublin,Berlin,Tuesday,October
6838,DURO43403,2018-10-30,Dublin,Rome,Tuesday,October
6839,DUPA43403,2018-10-30,Dublin,Paris,Tuesday,October
6840,DULO43403,2018-10-30,Dublin,London,Tuesday,October
6841,BERO43404,2018-10-31,Berlin,Rome,Wednesday,October
6842,BEPA43404,2018-10-31,Berlin,Paris,Wednesday,October
6843,BELO43404,2018-10-31,Berlin,London,Wednesday,October
6844,BEDU43404,2018-10-31,Berlin,Dublin,Wednesday,October
6845,ROBE43404,2018-10-31,Rome,Berlin,Wednesday,October
6846,ROPA43404,2018-10-31,Rome,Paris,Wednesday,October
6847,ROLO43404,2018-10-31,Rome,London,Wednesday,October
6848,RODU43404,2018-10-31,Rome,Dublin,Wednesday,October
6849,PALO43404,2018-10-31,Paris,London,Wednesday,October
6850,PADU43404,2018-10-31,Paris,Dublin,Wednesday,October
6851,PABE43404,2018-10-31,Paris,Berlin,Wednesday,October
6852,PARO43404,2018-10-31,Paris,Rome,Wednesday,October
6853,LODU43404,2018-10-31,London,Dublin,Wednesday,October
6854,LOBE43404,2018-10-31,London,Berlin,Wednesday,October
6855,LORO43404,2018-10-31,London,Rome,Wednesday,October
6856,LOPA43404,2018-10-31,London,Paris,Wednesday,October
6857,DUBE43404,2018-10-31,Dublin,Berlin,Wednesday,October
6858,DURO43404,2018-10-31,Dublin,Rome,Wednesday,October
6859,DUPA43404,2018-10-31,Dublin,Paris,Wednesday,October
6860,DULO43404,2018-10-31,Dublin,London,Wednesday,October
6861,BERO43405,2018-11-01,Berlin,Rome,Thursday,November
6862,BEPA43405,2018-11-01,Berlin,Paris,Thursday,November
6863,BELO43405,2018-11-01,Berlin,London,Thursday,November
6864,BEDU43405,2018-11-01,Berlin,Dublin,Thursday,November
6865,ROBE43405,2018-11-01,Rome,Berlin,Thursday,November
6866,ROPA43405,2018-11-01,Rome,Paris,Thursday,November
6867,ROLO43405,2018-11-01,Rome,London,Thursday,November
6868,RODU43405,2018-11-01,Rome,Dublin,Thursday,November
6869,PALO43405,2018-11-01,Paris,London,Thursday,November
6870,PADU43405,2018-11-01,Paris,Dublin,Thursday,November
6871,PABE43405,2018-11-01,Paris,Berlin,Thursday,November
6872,PARO43405,2018-11-01,Paris,Rome,Thursday,November
6873,LODU43405,2018-11-01,London,Dublin,Thursday,November
6874,LOBE43405,2018-11-01,London,Berlin,Thursday,November
6875,LORO43405,2018-11-01,London,Rome,Thursday,November
6876,LOPA43405,2018-11-01,London,Paris,Thursday,November
6877,DUBE43405,2018-11-01,Dublin,Berlin,Thursday,November
6878,DURO43405,2018-11-01,Dublin,Rome,Thursday,November
6879,DUPA43405,2018-11-01,Dublin,Paris,Thursday,November
6880,DULO43405,2018-11-01,Dublin,London,Thursday,November
6881,BERO43406,2018-11-02,Berlin,Rome,Friday,November
6882,BEPA43406,2018-11-02,Berlin,Paris,Friday,November
6883,BELO43406,2018-11-02,Berlin,London,Friday,November
6884,BEDU43406,2018-11-02,Berlin,Dublin,Friday,November
6885,ROBE43406,2018-11-02,Rome,Berlin,Friday,November
6886,ROPA43406,2018-11-02,Rome,Paris,Friday,November
6887,ROLO43406,2018-11-02,Rome,London,Friday,November
6888,RODU43406,2018-11-02,Rome,Dublin,Friday,November
6889,PALO43406,2018-11-02,Paris,London,Friday,November
6890,PADU43406,2018-11-02,Paris,Dublin,Friday,November
6891,PABE43406,2018-11-02,Paris,Berlin,Friday,November
6892,PARO43406,2018-11-02,Paris,Rome,Friday,November
6893,LODU43406,2018-11-02,London,Dublin,Friday,November
6894,LOBE43406,2018-11-02,London,Berlin,Friday,November
6895,LORO43406,2018-11-02,London,Rome,Friday,November
6896,LOPA43406,2018-11-02,London,Paris,Friday,November
6897,DUBE43406,2018-11-02,Dublin,Berlin,Friday,November
6898,DURO43406,2018-11-02,Dublin,Rome,Friday,November
6899,DUPA43406,2018-11-02,Dublin,Paris,Friday,November
6900,DULO43406,2018-11-02,Dublin,London,Friday,November
6901,BERO43407,2018-11-03,Berlin,Rome,Saturday,November
6902,BEPA43407,2018-11-03,Berlin,Paris,Saturday,November
6903,BELO43407,2018-11-03,Berlin,London,Saturday,November
6904,BEDU43407,2018-11-03,Berlin,Dublin,Saturday,November
6905,ROBE43407,2018-11-03,Rome,Berlin,Saturday,November
6906,ROPA43407,2018-11-03,Rome,Paris,Saturday,November
6907,ROLO43407,2018-11-03,Rome,London,Saturday,November
6908,RODU43407,2018-11-03,Rome,Dublin,Saturday,November
6909,PALO43407,2018-11-03,Paris,London,Saturday,November
6910,PADU43407,2018-11-03,Paris,Dublin,Saturday,November
6911,PABE43407,2018-11-03,Paris,Berlin,Saturday,November
6912,PARO43407,2018-11-03,Paris,Rome,Saturday,November
6913,LODU43407,2018-11-03,London,Dublin,Saturday,November
6914,LOBE43407,2018-11-03,London,Berlin,Saturday,November
6915,LORO43407,2018-11-03,London,Rome,Saturday,November
6916,LOPA43407,2018-11-03,London,Paris,Saturday,November
6917,DUBE43407,2018-11-03,Dublin,Berlin,Saturday,November
6918,DURO43407,2018-11-03,Dublin,Rome,Saturday,November
6919,DUPA43407,2018-11-03,Dublin,Paris,Saturday,November
6920,DULO43407,2018-11-03,Dublin,London,Saturday,November
6921,BERO43408,2018-11-04,Berlin,Rome,Sunday,November
6922,BEPA43408,2018-11-04,Berlin,Paris,Sunday,November
6923,BELO43408,2018-11-04,Berlin,London,Sunday,November
6924,BEDU43408,2018-11-04,Berlin,Dublin,Sunday,November
6925,ROBE43408,2018-11-04,Rome,Berlin,Sunday,November
6926,ROPA43408,2018-11-04,Rome,Paris,Sunday,November
6927,ROLO43408,2018-11-04,Rome,London,Sunday,November
6928,RODU43408,2018-11-04,Rome,Dublin,Sunday,November
6929,PALO43408,2018-11-04,Paris,London,Sunday,November
6930,PADU43408,2018-11-04,Paris,Dublin,Sunday,November
6931,PABE43408,2018-11-04,Paris,Berlin,Sunday,November
6932,PARO43408,2018-11-04,Paris,Rome,Sunday,November
6933,LODU43408,2018-11-04,London,Dublin,Sunday,November
6934,LOBE43408,2018-11-04,London,Berlin,Sunday,November
6935,LORO43408,2018-11-04,London,Rome,Sunday,November
6936,LOPA43408,2018-11-04,London,Paris,Sunday,November
6937,DUBE43408,2018-11-04,Dublin,Berlin,Sunday,November
6938,DURO43408,2018-11-04,Dublin,Rome,Sunday,November
6939,DUPA43408,2018-11-04,Dublin,Paris,Sunday,November
6940,DULO43408,2018-11-04,Dublin,London,Sunday,November
6941,BERO43409,2018-11-05,Berlin,Rome,Monday,November
6942,BEPA43409,2018-11-05,Berlin,Paris,Monday,November
6943,BELO43409,2018-11-05,Berlin,London,Monday,November
6944,BEDU43409,2018-11-05,Berlin,Dublin,Monday,November
6945,ROBE43409,2018-11-05,Rome,Berlin,Monday,November
6946,ROPA43409,2018-11-05,Rome,Paris,Monday,November
6947,ROLO43409,2018-11-05,Rome,London,Monday,November
6948,RODU43409,2018-11-05,Rome,Dublin,Monday,November
6949,PALO43409,2018-11-05,Paris,London,Monday,November
6950,PADU43409,2018-11-05,Paris,Dublin,Monday,November
6951,PABE43409,2018-11-05,Paris,Berlin,Monday,November
6952,PARO43409,2018-11-05,Paris,Rome,Monday,November
6953,LODU43409,2018-11-05,London,Dublin,Monday,November
6954,LOBE43409,2018-11-05,London,Berlin,Monday,November
6955,LORO43409,2018-11-05,London,Rome,Monday,November
6956,LOPA43409,2018-11-05,London,Paris,Monday,November
6957,DUBE43409,2018-11-05,Dublin,Berlin,Monday,November
6958,DURO43409,2018-11-05,Dublin,Rome,Monday,November
6959,DUPA43409,2018-11-05,Dublin,Paris,Monday,November
6960,DULO43409,2018-11-05,Dublin,London,Monday,November
6961,BERO43410,2018-11-06,Berlin,Rome,Tuesday,November
6962,BEPA43410,2018-11-06,Berlin,Paris,Tuesday,November
6963,BELO43410,2018-11-06,Berlin,London,Tuesday,November
6964,BEDU43410,2018-11-06,Berlin,Dublin,Tuesday,November
6965,ROBE43410,2018-11-06,Rome,Berlin,Tuesday,November
6966,ROPA43410,2018-11-06,Rome,Paris,Tuesday,November
6967,ROLO43410,2018-11-06,Rome,London,Tuesday,November
6968,RODU43410,2018-11-06,Rome,Dublin,Tuesday,November
6969,PALO43410,2018-11-06,Paris,London,Tuesday,November
6970,PADU43410,2018-11-06,Paris,Dublin,Tuesday,November
6971,PABE43410,2018-11-06,Paris,Berlin,Tuesday,November
6972,PARO43410,2018-11-06,Paris,Rome,Tuesday,November
6973,LODU43410,2018-11-06,London,Dublin,Tuesday,November
6974,LOBE43410,2018-11-06,London,Berlin,Tuesday,November
6975,LORO43410,2018-11-06,London,Rome,Tuesday,November
6976,LOPA43410,2018-11-06,London,Paris,Tuesday,November
6977,DUBE43410,2018-11-06,Dublin,Berlin,Tuesday,November
6978,DURO43410,2018-11-06,Dublin,Rome,Tuesday,November
6979,DUPA43410,2018-11-06,Dublin,Paris,Tuesday,November
6980,DULO43410,2018-11-06,Dublin,London,Tuesday,November
6981,BERO43411,2018-11-07,Berlin,Rome,Wednesday,November
6982,BEPA43411,2018-11-07,Berlin,Paris,Wednesday,November
6983,BELO43411,2018-11-07,Berlin,London,Wednesday,November
6984,BEDU43411,2018-11-07,Berlin,Dublin,Wednesday,November
6985,ROBE43411,2018-11-07,Rome,Berlin,Wednesday,November
6986,ROPA43411,2018-11-07,Rome,Paris,Wednesday,November
6987,ROLO43411,2018-11-07,Rome,London,Wednesday,November
6988,RODU43411,2018-11-07,Rome,Dublin,Wednesday,November
6989,PALO43411,2018-11-07,Paris,London,Wednesday,November
6990,PADU43411,2018-11-07,Paris,Dublin,Wednesday,November
6991,PABE43411,2018-11-07,Paris,Berlin,Wednesday,November
6992,PARO43411,2018-11-07,Paris,Rome,Wednesday,November
6993,LODU43411,2018-11-07,London,Dublin,Wednesday,November
6994,LOBE43411,2018-11-07,London,Berlin,Wednesday,November
6995,LORO43411,2018-11-07,London,Rome,Wednesday,November
6996,LOPA43411,2018-11-07,London,Paris,Wednesday,November
6997,DUBE43411,2018-11-07,Dublin,Berlin,Wednesday,November
6998,DURO43411,2018-11-07,Dublin,Rome,Wednesday,November
6999,DUPA43411,2018-11-07,Dublin,Paris,Wednesday,November
7000,DULO43411,2018-11-07,Dublin,London,Wednesday,November
7001,BERO43412,2018-11-08,Berlin,Rome,Thursday,November
7002,BEPA43412,2018-11-08,Berlin,Paris,Thursday,November
7003,BELO43412,2018-11-08,Berlin,London,Thursday,November
7004,BEDU43412,2018-11-08,Berlin,Dublin,Thursday,November
7005,ROBE43412,2018-11-08,Rome,Berlin,Thursday,November
7006,ROPA43412,2018-11-08,Rome,Paris,Thursday,November
7007,ROLO43412,2018-11-08,Rome,London,Thursday,November
7008,RODU43412,2018-11-08,Rome,Dublin,Thursday,November
7009,PALO43412,2018-11-08,Paris,London,Thursday,November
7010,PADU43412,2018-11-08,Paris,Dublin,Thursday,November
7011,PABE43412,2018-11-08,Paris,Berlin,Thursday,November
7012,PARO43412,2018-11-08,Paris,Rome,Thursday,November
7013,LODU43412,2018-11-08,London,Dublin,Thursday,November
7014,LOBE43412,2018-11-08,London,Berlin,Thursday,November
7015,LORO43412,2018-11-08,London,Rome,Thursday,November
7016,LOPA43412,2018-11-08,London,Paris,Thursday,November
7017,DUBE43412,2018-11-08,Dublin,Berlin,Thursday,November
7018,DURO43412,2018-11-08,Dublin,Rome,Thursday,November
7019,DUPA43412,2018-11-08,Dublin,Paris,Thursday,November
7020,DULO43412,2018-11-08,Dublin,London,Thursday,November
7021,BERO43413,2018-11-09,Berlin,Rome,Friday,November
7022,BEPA43413,2018-11-09,Berlin,Paris,Friday,November
7023,BELO43413,2018-11-09,Berlin,London,Friday,November
7024,BEDU43413,2018-11-09,Berlin,Dublin,Friday,November
7025,ROBE43413,2018-11-09,Rome,Berlin,Friday,November
7026,ROPA43413,2018-11-09,Rome,Paris,Friday,November
7027,ROLO43413,2018-11-09,Rome,London,Friday,November
7028,RODU43413,2018-11-09,Rome,Dublin,Friday,November
7029,PALO43413,2018-11-09,Paris,London,Friday,November
7030,PADU43413,2018-11-09,Paris,Dublin,Friday,November
7031,PABE43413,2018-11-09,Paris,Berlin,Friday,November
7032,PARO43413,2018-11-09,Paris,Rome,Friday,November
7033,LODU43413,2018-11-09,London,Dublin,Friday,November
7034,LOBE43413,2018-11-09,London,Berlin,Friday,November
7035,LORO43413,2018-11-09,London,Rome,Friday,November
7036,LOPA43413,2018-11-09,London,Paris,Friday,November
7037,DUBE43413,2018-11-09,Dublin,Berlin,Friday,November
7038,DURO43413,2018-11-09,Dublin,Rome,Friday,November
7039,DUPA43413,2018-11-09,Dublin,Paris,Friday,November
7040,DULO43413,2018-11-09,Dublin,London,Friday,November
7041,BERO43414,2018-11-10,Berlin,Rome,Saturday,November
7042,BEPA43414,2018-11-10,Berlin,Paris,Saturday,November
7043,BELO43414,2018-11-10,Berlin,London,Saturday,November
7044,BEDU43414,2018-11-10,Berlin,Dublin,Saturday,November
7045,ROBE43414,2018-11-10,Rome,Berlin,Saturday,November
7046,ROPA43414,2018-11-10,Rome,Paris,Saturday,November
7047,ROLO43414,2018-11-10,Rome,London,Saturday,November
7048,RODU43414,2018-11-10,Rome,Dublin,Saturday,November
7049,PALO43414,2018-11-10,Paris,London,Saturday,November
7050,PADU43414,2018-11-10,Paris,Dublin,Saturday,November
7051,PABE43414,2018-11-10,Paris,Berlin,Saturday,November
7052,PARO43414,2018-11-10,Paris,Rome,Saturday,November
7053,LODU43414,2018-11-10,London,Dublin,Saturday,November
7054,LOBE43414,2018-11-10,London,Berlin,Saturday,November
7055,LORO43414,2018-11-10,London,Rome,Saturday,November
7056,LOPA43414,2018-11-10,London,Paris,Saturday,November
7057,DUBE43414,2018-11-10,Dublin,Berlin,Saturday,November
7058,DURO43414,2018-11-10,Dublin,Rome,Saturday,November
7059,DUPA43414,2018-11-10,Dublin,Paris,Saturday,November
7060,DULO43414,2018-11-10,Dublin,London,Saturday,November
7061,BERO43415,2018-11-11,Berlin,Rome,Sunday,November
7062,BEPA43415,2018-11-11,Berlin,Paris,Sunday,November
7063,BELO43415,2018-11-11,Berlin,London,Sunday,November
7064,BEDU43415,2018-11-11,Berlin,Dublin,Sunday,November
7065,ROBE43415,2018-11-11,Rome,Berlin,Sunday,November
7066,ROPA43415,2018-11-11,Rome,Paris,Sunday,November
7067,ROLO43415,2018-11-11,Rome,London,Sunday,November
7068,RODU43415,2018-11-11,Rome,Dublin,Sunday,November
7069,PALO43415,2018-11-11,Paris,London,Sunday,November
7070,PADU43415,2018-11-11,Paris,Dublin,Sunday,November
7071,PABE43415,2018-11-11,Paris,Berlin,Sunday,November
7072,PARO43415,2018-11-11,Paris,Rome,Sunday,November
7073,LODU43415,2018-11-11,London,Dublin,Sunday,November
7074,LOBE43415,2018-11-11,London,Berlin,Sunday,November
7075,LORO43415,2018-11-11,London,Rome,Sunday,November
7076,LOPA43415,2018-11-11,London,Paris,Sunday,November
7077,DUBE43415,2018-11-11,Dublin,Berlin,Sunday,November
7078,DURO43415,2018-11-11,Dublin,Rome,Sunday,November
7079,DUPA43415,2018-11-11,Dublin,Paris,Sunday,November
7080,DULO43415,2018-11-11,Dublin,London,Sunday,November
7081,BERO43416,2018-11-12,Berlin,Rome,Monday,November
7082,BEPA43416,2018-11-12,Berlin,Paris,Monday,November
7083,BELO43416,2018-11-12,Berlin,London,Monday,November
7084,BEDU43416,2018-11-12,Berlin,Dublin,Monday,November
7085,ROBE43416,2018-11-12,Rome,Berlin,Monday,November
7086,ROPA43416,2018-11-12,Rome,Paris,Monday,November
7087,ROLO43416,2018-11-12,Rome,London,Monday,November
7088,RODU43416,2018-11-12,Rome,Dublin,Monday,November
7089,PALO43416,2018-11-12,Paris,London,Monday,November
7090,PADU43416,2018-11-12,Paris,Dublin,Monday,November
7091,PABE43416,2018-11-12,Paris,Berlin,Monday,November
7092,PARO43416,2018-11-12,Paris,Rome,Monday,November
7093,LODU43416,2018-11-12,London,Dublin,Monday,November
7094,LOBE43416,2018-11-12,London,Berlin,Monday,November
7095,LORO43416,2018-11-12,London,Rome,Monday,November
7096,LOPA43416,2018-11-12,London,Paris,Monday,November
7097,DUBE43416,2018-11-12,Dublin,Berlin,Monday,November
7098,DURO43416,2018-11-12,Dublin,Rome,Monday,November
7099,DUPA43416,2018-11-12,Dublin,Paris,Monday,November
7100,DULO43416,2018-11-12,Dublin,London,Monday,November
7101,BERO43417,2018-11-13,Berlin,Rome,Tuesday,November
7102,BEPA43417,2018-11-13,Berlin,Paris,Tuesday,November
7103,BELO43417,2018-11-13,Berlin,London,Tuesday,November
7104,BEDU43417,2018-11-13,Berlin,Dublin,Tuesday,November
7105,ROBE43417,2018-11-13,Rome,Berlin,Tuesday,November
7106,ROPA43417,2018-11-13,Rome,Paris,Tuesday,November
7107,ROLO43417,2018-11-13,Rome,London,Tuesday,November
7108,RODU43417,2018-11-13,Rome,Dublin,Tuesday,November
7109,PALO43417,2018-11-13,Paris,London,Tuesday,November
7110,PADU43417,2018-11-13,Paris,Dublin,Tuesday,November
7111,PABE43417,2018-11-13,Paris,Berlin,Tuesday,November
7112,PARO43417,2018-11-13,Paris,Rome,Tuesday,November
7113,LODU43417,2018-11-13,London,Dublin,Tuesday,November
7114,LOBE43417,2018-11-13,London,Berlin,Tuesday,November
7115,LORO43417,2018-11-13,London,Rome,Tuesday,November
7116,LOPA43417,2018-11-13,London,Paris,Tuesday,November
7117,DUBE43417,2018-11-13,Dublin,Berlin,Tuesday,November
7118,DURO43417,2018-11-13,Dublin,Rome,Tuesday,November
7119,DUPA43417,2018-11-13,Dublin,Paris,Tuesday,November
7120,DULO43417,2018-11-13,Dublin,London,Tuesday,November
7121,BERO43418,2018-11-14,Berlin,Rome,Wednesday,November
7122,BEPA43418,2018-11-14,Berlin,Paris,Wednesday,November
7123,BELO43418,2018-11-14,Berlin,London,Wednesday,November
7124,BEDU43418,2018-11-14,Berlin,Dublin,Wednesday,November
7125,ROBE43418,2018-11-14,Rome,Berlin,Wednesday,November
7126,ROPA43418,2018-11-14,Rome,Paris,Wednesday,November
7127,ROLO43418,2018-11-14,Rome,London,Wednesday,November
7128,RODU43418,2018-11-14,Rome,Dublin,Wednesday,November
7129,PALO43418,2018-11-14,Paris,London,Wednesday,November
7130,PADU43418,2018-11-14,Paris,Dublin,Wednesday,November
7131,PABE43418,2018-11-14,Paris,Berlin,Wednesday,November
7132,PARO43418,2018-11-14,Paris,Rome,Wednesday,November
7133,LODU43418,2018-11-14,London,Dublin,Wednesday,November
7134,LOBE43418,2018-11-14,London,Berlin,Wednesday,November
7135,LORO43418,2018-11-14,London,Rome,Wednesday,November
7136,LOPA43418,2018-11-14,London,Paris,Wednesday,November
7137,DUBE43418,2018-11-14,Dublin,Berlin,Wednesday,November
7138,DURO43418,2018-11-14,Dublin,Rome,Wednesday,November
7139,DUPA43418,2018-11-14,Dublin,Paris,Wednesday,November
7140,DULO43418,2018-11-14,Dublin,London,Wednesday,November
7141,BERO43419,2018-11-15,Berlin,Rome,Thursday,November
7142,BEPA43419,2018-11-15,Berlin,Paris,Thursday,November
7143,BELO43419,2018-11-15,Berlin,London,Thursday,November
7144,BEDU43419,2018-11-15,Berlin,Dublin,Thursday,November
7145,ROBE43419,2018-11-15,Rome,Berlin,Thursday,November
7146,ROPA43419,2018-11-15,Rome,Paris,Thursday,November
7147,ROLO43419,2018-11-15,Rome,London,Thursday,November
7148,RODU43419,2018-11-15,Rome,Dublin,Thursday,November
7149,PALO43419,2018-11-15,Paris,London,Thursday,November
7150,PADU43419,2018-11-15,Paris,Dublin,Thursday,November
7151,PABE43419,2018-11-15,Paris,Berlin,Thursday,November
7152,PARO43419,2018-11-15,Paris,Rome,Thursday,November
7153,LODU43419,2018-11-15,London,Dublin,Thursday,November
7154,LOBE43419,2018-11-15,London,Berlin,Thursday,November
7155,LORO43419,2018-11-15,London,Rome,Thursday,November
7156,LOPA43419,2018-11-15,London,Paris,Thursday,November
7157,DUBE43419,2018-11-15,Dublin,Berlin,Thursday,November
7158,DURO43419,2018-11-15,Dublin,Rome,Thursday,November
7159,DUPA43419,2018-11-15,Dublin,Paris,Thursday,November
7160,DULO43419,2018-11-15,Dublin,London,Thursday,November
7161,BERO43420,2018-11-16,Berlin,Rome,Friday,November
7162,BEPA43420,2018-11-16,Berlin,Paris,Friday,November
7163,BELO43420,2018-11-16,Berlin,London,Friday,November
7164,BEDU43420,2018-11-16,Berlin,Dublin,Friday,November
7165,ROBE43420,2018-11-16,Rome,Berlin,Friday,November
7166,ROPA43420,2018-11-16,Rome,Paris,Friday,November
7167,ROLO43420,2018-11-16,Rome,London,Friday,November
7168,RODU43420,2018-11-16,Rome,Dublin,Friday,November
7169,PALO43420,2018-11-16,Paris,London,Friday,November
7170,PADU43420,2018-11-16,Paris,Dublin,Friday,November
7171,PABE43420,2018-11-16,Paris,Berlin,Friday,November
7172,PARO43420,2018-11-16,Paris,Rome,Friday,November
7173,LODU43420,2018-11-16,London,Dublin,Friday,November
7174,LOBE43420,2018-11-16,London,Berlin,Friday,November
7175,LORO43420,2018-11-16,London,Rome,Friday,November
7176,LOPA43420,2018-11-16,London,Paris,Friday,November
7177,DUBE43420,2018-11-16,Dublin,Berlin,Friday,November
7178,DURO43420,2018-11-16,Dublin,Rome,Friday,November
7179,DUPA43420,2018-11-16,Dublin,Paris,Friday,November
7180,DULO43420,2018-11-16,Dublin,London,Friday,November
7181,BERO43421,2018-11-17,Berlin,Rome,Saturday,November
7182,BEPA43421,2018-11-17,Berlin,Paris,Saturday,November
7183,BELO43421,2018-11-17,Berlin,London,Saturday,November
7184,BEDU43421,2018-11-17,Berlin,Dublin,Saturday,November
7185,ROBE43421,2018-11-17,Rome,Berlin,Saturday,November
7186,ROPA43421,2018-11-17,Rome,Paris,Saturday,November
7187,ROLO43421,2018-11-17,Rome,London,Saturday,November
7188,RODU43421,2018-11-17,Rome,Dublin,Saturday,November
7189,PALO43421,2018-11-17,Paris,London,Saturday,November
7190,PADU43421,2018-11-17,Paris,Dublin,Saturday,November
7191,PABE43421,2018-11-17,Paris,Berlin,Saturday,November
7192,PARO43421,2018-11-17,Paris,Rome,Saturday,November
7193,LODU43421,2018-11-17,London,Dublin,Saturday,November
7194,LOBE43421,2018-11-17,London,Berlin,Saturday,November
7195,LORO43421,2018-11-17,London,Rome,Saturday,November
7196,LOPA43421,2018-11-17,London,Paris,Saturday,November
7197,DUBE43421,2018-11-17,Dublin,Berlin,Saturday,November
7198,DURO43421,2018-11-17,Dublin,Rome,Saturday,November
7199,DUPA43421,2018-11-17,Dublin,Paris,Saturday,November
7200,DULO43421,2018-11-17,Dublin,London,Saturday,November
7201,BERO43422,2018-11-18,Berlin,Rome,Sunday,November
7202,BEPA43422,2018-11-18,Berlin,Paris,Sunday,November
7203,BELO43422,2018-11-18,Berlin,London,Sunday,November
7204,BEDU43422,2018-11-18,Berlin,Dublin,Sunday,November
7205,ROBE43422,2018-11-18,Rome,Berlin,Sunday,November
7206,ROPA43422,2018-11-18,Rome,Paris,Sunday,November
7207,ROLO43422,2018-11-18,Rome,London,Sunday,November
7208,RODU43422,2018-11-18,Rome,Dublin,Sunday,November
7209,PALO43422,2018-11-18,Paris,London,Sunday,November
7210,PADU43422,2018-11-18,Paris,Dublin,Sunday,November
7211,PABE43422,2018-11-18,Paris,Berlin,Sunday,November
7212,PARO43422,2018-11-18,Paris,Rome,Sunday,November
7213,LODU43422,2018-11-18,London,Dublin,Sunday,November
7214,LOBE43422,2018-11-18,London,Berlin,Sunday,November
7215,LORO43422,2018-11-18,London,Rome,Sunday,November
7216,LOPA43422,2018-11-18,London,Paris,Sunday,November
7217,DUBE43422,2018-11-18,Dublin,Berlin,Sunday,November
7218,DURO43422,2018-11-18,Dublin,Rome,Sunday,November
7219,DUPA43422,2018-11-18,Dublin,Paris,Sunday,November
7220,DULO43422,2018-11-18,Dublin,London,Sunday,November
7221,BERO43423,2018-11-19,Berlin,Rome,Monday,November
7222,BEPA43423,2018-11-19,Berlin,Paris,Monday,November
7223,BELO43423,2018-11-19,Berlin,London,Monday,November
7224,BEDU43423,2018-11-19,Berlin,Dublin,Monday,November
7225,ROBE43423,2018-11-19,Rome,Berlin,Monday,November
7226,ROPA43423,2018-11-19,Rome,Paris,Monday,November
7227,ROLO43423,2018-11-19,Rome,London,Monday,November
7228,RODU43423,2018-11-19,Rome,Dublin,Monday,November
7229,PALO43423,2018-11-19,Paris,London,Monday,November
7230,PADU43423,2018-11-19,Paris,Dublin,Monday,November
7231,PABE43423,2018-11-19,Paris,Berlin,Monday,November
7232,PARO43423,2018-11-19,Paris,Rome,Monday,November
7233,LODU43423,2018-11-19,London,Dublin,Monday,November
7234,LOBE43423,2018-11-19,London,Berlin,Monday,November
7235,LORO43423,2018-11-19,London,Rome,Monday,November
7236,LOPA43423,2018-11-19,London,Paris,Monday,November
7237,DUBE43423,2018-11-19,Dublin,Berlin,Monday,November
7238,DURO43423,2018-11-19,Dublin,Rome,Monday,November
7239,DUPA43423,2018-11-19,Dublin,Paris,Monday,November
7240,DULO43423,2018-11-19,Dublin,London,Monday,November
7241,BERO43424,2018-11-20,Berlin,Rome,Tuesday,November
7242,BEPA43424,2018-11-20,Berlin,Paris,Tuesday,November
7243,BELO43424,2018-11-20,Berlin,London,Tuesday,November
7244,BEDU43424,2018-11-20,Berlin,Dublin,Tuesday,November
7245,ROBE43424,2018-11-20,Rome,Berlin,Tuesday,November
7246,ROPA43424,2018-11-20,Rome,Paris,Tuesday,November
7247,ROLO43424,2018-11-20,Rome,London,Tuesday,November
7248,RODU43424,2018-11-20,Rome,Dublin,Tuesday,November
7249,PALO43424,2018-11-20,Paris,London,Tuesday,November
7250,PADU43424,2018-11-20,Paris,Dublin,Tuesday,November
7251,PABE43424,2018-11-20,Paris,Berlin,Tuesday,November
7252,PARO43424,2018-11-20,Paris,Rome,Tuesday,November
7253,LODU43424,2018-11-20,London,Dublin,Tuesday,November
7254,LOBE43424,2018-11-20,London,Berlin,Tuesday,November
7255,LORO43424,2018-11-20,London,Rome,Tuesday,November
7256,LOPA43424,2018-11-20,London,Paris,Tuesday,November
7257,DUBE43424,2018-11-20,Dublin,Berlin,Tuesday,November
7258,DURO43424,2018-11-20,Dublin,Rome,Tuesday,November
7259,DUPA43424,2018-11-20,Dublin,Paris,Tuesday,November
7260,DULO43424,2018-11-20,Dublin,London,Tuesday,November
7261,BERO43425,2018-11-21,Berlin,Rome,Wednesday,November
7262,BEPA43425,2018-11-21,Berlin,Paris,Wednesday,November
7263,BELO43425,2018-11-21,Berlin,London,Wednesday,November
7264,BEDU43425,2018-11-21,Berlin,Dublin,Wednesday,November
7265,ROBE43425,2018-11-21,Rome,Berlin,Wednesday,November
7266,ROPA43425,2018-11-21,Rome,Paris,Wednesday,November
7267,ROLO43425,2018-11-21,Rome,London,Wednesday,November
7268,RODU43425,2018-11-21,Rome,Dublin,Wednesday,November
7269,PALO43425,2018-11-21,Paris,London,Wednesday,November
